CpG_Site	Coefficient	Mean_Beta_Value	Predictor
cg23673974	0.000524008968143816	0	EpiScore_3216-2
cg25648203	-0.0486985764715196	0	EpiScore_3216-2
cg25848990	-0.00318765985886178	0	EpiScore_3216-2
cg21610297	-0.00384968553308521	0	EpiScore_3216-2
cg03547355	-0.0047152020347383	0	EpiScore_3216-2
cg23101885	-0.00303258396155354	0	EpiScore_3216-2
cg03636183	-0.00792318186952647	0	EpiScore_3216-2
cg06560955	0.0196622291349898	0	EpiScore_3216-2
cg14973055	0.0178169469383198	0	EpiScore_3216-2
cg05875421	-8.13921493275302e-05	0	EpiScore_3216-2
cg17372101	0.0255310631359808	0	EpiScore_3216-2
cg21161138	-0.00512429077763286	0	EpiScore_3216-2
cg21148362	0.00589391155475378	0	EpiScore_3235-50
cg10913456	-0.00840060769611699	0	EpiScore_3235-50
cg02064366	-0.0028641605127121	0	EpiScore_3235-50
cg12954512	-0.000901094197903351	0	EpiScore_3235-50
cg05575921	0.0179709323259542	0	EpiScore_3235-50
cg00257786	-0.000863474519558424	0	EpiScore_3235-50
cg06079273	-0.0115217211122676	0	EpiScore_3235-50
cg05232694	0.0141089213339207	0	EpiScore_3235-50
cg02638348	0.00246716925810058	0	EpiScore_3235-50
cg08592530	0.00591556530214871	0	EpiScore_3235-50
cg11945929	-0.0371105710738065	0	EpiScore_3235-50
cg21566642	0.0195078676529863	0	EpiScore_3235-50
cg23118464	0.00169615939837251	0	EpiScore_3235-50
cg20670488	0.0084263791637231	0	EpiScore_3235-50
cg08979515	0.00514315205829864	0	EpiScore_3235-50
cg04747996	-0.000328575547233435	0	EpiScore_3235-50
cg17378803	0.0246165604628374	0	EpiScore_3235-50
cg11580704	-0.00558618749468866	0	EpiScore_3235-50
cg19341656	0.0163987840989043	0	EpiScore_3235-50
cg16316183	-0.00506728384640695	0	EpiScore_3235-50
cg02402368	0.00586158024572656	0	EpiScore_3235-50
cg26403843	-0.00890307646898361	0	EpiScore_3235-50
cg24355809	-0.0101834422046817	0	EpiScore_3235-50
cg10157558	-0.00479869251369752	0	EpiScore_3235-50
cg01347957	0.00224643574849161	0	EpiScore_3235-50
cg21789008	0.00335001123707521	0	EpiScore_3235-50
cg25630265	-0.00235349294465908	0	EpiScore_3235-50
cg06957790	0.00799467446115979	0	EpiScore_3235-50
cg26420469	0.000713663976150321	0	EpiScore_3235-50
cg16677448	0.00467622264938173	0	EpiScore_3235-50
cg18858739	-0.0142385453873925	0	EpiScore_3235-50
cg07829265	0.0181861347794258	0	EpiScore_3235-50
cg00574958	0.035083185679262	0	EpiScore_3235-50
cg21868353	-0.0140497959086966	0	EpiScore_3235-50
cg02204618	0.0066037047736034	0	EpiScore_3235-50
cg15742515	-0.00896718836069073	0	EpiScore_3235-50
cg00310412	0.0410109689954462	0	EpiScore_3235-50
cg07711036	0.0022791108598494	0	EpiScore_3235-50
cg01881899	-0.00452070122005622	0	EpiScore_3235-50
cg18182981	-0.0173356684311686	0	EpiScore_3235-50
cg27537570	-0.00486728635181049	0	EpiScore_3235-50
cg04757345	0.00374081896483014	0	EpiScore_3235-50
cg23840866	-0.000568975002605859	0	EpiScore_3235-50
cg26789064	-0.00901385972936472	0	EpiScore_3235-50
cg03046611	0.000138514646085455	0	EpiScore_3235-50
cg17287605	0.00832144782124198	0	EpiScore_3235-50
cg07860918	-0.0234335988199929	0	EpiScore_3235-50
cg04865290	-0.000512332224403659	0	EpiScore_3235-50
cg13388277	0.00854267470484646	0	EpiScore_3235-50
cg12359279	8.82504161064951e-06	0	EpiScore_3235-50
cg12494515	0.00794574271906327	0	EpiScore_3235-50
cg21225804	0.00749318719094277	0	EpiScore_3235-50
cg15711987	0.0147228138071681	0	EpiScore_3235-50
cg07464859	0.000166565350925384	0	EpiScore_3235-50
cg23083894	-0.00712264385925783	0	EpiScore_3235-50
cg07504977	-0.041733940230636	0	EpiScore_3235-50
cg09430882	-0.00324218449303605	0	EpiScore_3235-50
cg18810310	0.0318454474298009	0	EpiScore_3235-50
cg03172931	-0.0219399490222466	0	EpiScore_3235-50
cg23480341	0.00145734240129948	0	EpiScore_3235-50
cg22871318	0.00815809224934424	0	EpiScore_3235-50
cg05925497	-0.0382718147379254	0	EpiScore_3235-50
cg14968300	-0.00442193874380824	0	EpiScore_3235-50
cg13787850	0.0327446770494404	0	EpiScore_3235-50
cg12734820	-0.00674847451717913	0	EpiScore_3235-50
cg12213687	-0.00178467919843558	0	EpiScore_3235-50
cg20032789	0.00343400766867539	0	EpiScore_3291-30
cg18069290	0.0242185149449366	0	EpiScore_3291-30
cg08432650	-0.0289175978075137	0	EpiScore_3291-30
cg19343809	-0.0100940550663425	0	EpiScore_3291-30
cg21728844	-0.00953329973863123	0	EpiScore_3291-30
cg27286614	-0.0365884510957218	0	EpiScore_3291-30
cg20396385	-0.0262134955233732	0	EpiScore_3291-30
cg26161329	0.017350885516983	0	EpiScore_3291-30
cg00181849	-0.0227219012284411	0	EpiScore_3291-30
cg09366988	0.00486537954314691	0	EpiScore_3291-30
cg18022362	-0.00115422109602695	0	EpiScore_3291-30
cg06552369	0.000237467171338519	0	EpiScore_3291-30
cg19664712	0.00104233271261394	0	EpiScore_3291-30
cg26769927	-0.000505705316393978	0	EpiScore_3291-30
cg23850637	-0.0024629444438771	0	EpiScore_3291-30
cg15626285	-0.00941686867420038	0	EpiScore_3291-30
cg23695707	-0.00919708124971805	0	EpiScore_3291-30
cg07638904	0.0124469823413144	0	EpiScore_3291-30
cg11192541	0.00787770699483406	0	EpiScore_3291-30
cg22332891	0.01309397296978	0	EpiScore_3291-30
cg13181974	-0.00308225842308333	0	EpiScore_3291-30
cg16174225	-0.00338285919782882	0	EpiScore_3291-30
cg17831694	-0.000624715509673963	0	EpiScore_3291-30
cg05372242	0.000153028105702064	0	EpiScore_3291-30
cg17849194	0.00524175357639356	0	EpiScore_3291-30
cg16419235	0.0480137171066452	0	EpiScore_3291-30
cg22234194	-0.00237664419857275	0	EpiScore_3291-30
cg17526301	0.00453386631079408	0	EpiScore_3291-30
cg14604065	-0.0227527274147681	0	EpiScore_3291-30
cg18468088	0.0136920161329975	0	EpiScore_3291-30
cg09803407	-0.00294961922749652	0	EpiScore_3291-30
cg01802258	-0.00405963184929852	0	EpiScore_3291-30
cg26499055	0.00143310001026213	0	EpiScore_3291-30
cg17412651	0.0429216452902039	0	EpiScore_3291-30
cg03976877	-0.00112893259608287	0	EpiScore_3291-30
cg10310700	-0.0347803477374376	0	EpiScore_3291-30
cg00624834	-0.0144583853142766	0	EpiScore_3291-30
cg04441898	-0.0191217021573111	0	EpiScore_3291-30
cg07503211	-0.0825304836408676	0	EpiScore_3291-30
cg20133890	-0.0326028087703166	0	EpiScore_3291-30
cg22377913	-0.010245683587714	0	EpiScore_3291-30
cg00705668	0.00177659019414705	0	EpiScore_3291-30
cg14583869	0.0115204627765056	0	EpiScore_3291-30
cg26819388	0.0203134101947464	0	EpiScore_3291-30
cg17326555	0.00356785632863059	0	EpiScore_3291-30
cg16505237	0.0160337111843454	0	EpiScore_3291-30
cg12464869	-0.0018241205950205	0	EpiScore_3291-30
cg12135835	-0.00752203202353219	0	EpiScore_3291-30
cg19602485	-0.0151243849187388	0	EpiScore_3291-30
cg03469456	-0.00615374682317943	0	EpiScore_3291-30
cg08009669	-0.00139670566413327	0	EpiScore_3291-30
cg13609167	0.00903401722332641	0	EpiScore_3291-30
cg04959790	-0.00096663949179637	0	EpiScore_3291-30
cg15457276	-0.0115740383746713	0	EpiScore_3291-30
cg11084571	-0.00245779208837007	0	EpiScore_3291-30
cg23676114	0.000197906703368806	0	EpiScore_3291-30
cg05227621	0.00400183497785849	0	EpiScore_3291-30
cg10246448	-0.00613788699590951	0	EpiScore_3291-30
cg05187549	-0.0172292959687193	0	EpiScore_3291-30
cg01176947	0.00501373478883326	0	EpiScore_3291-30
cg03403996	-0.00609618723157893	0	EpiScore_3291-30
cg21837358	0.00047490341694226	0	EpiScore_3291-30
cg27638778	-0.000859169567588647	0	EpiScore_3291-30
cg10489124	0.0173997165834055	0	EpiScore_3291-30
cg20118306	-0.00666169147372332	0	EpiScore_3291-30
cg07328664	-0.0281898043288464	0	EpiScore_3291-30
cg07433178	-0.00370670542281058	0	EpiScore_3291-30
cg11492723	-0.014217785936025	0	EpiScore_3291-30
cg02613937	0.00561644707646269	0	EpiScore_3291-30
cg23198558	-0.0195660534212887	0	EpiScore_3291-30
cg12261095	-0.0253447438407733	0	EpiScore_3291-30
cg16238336	0.00258017371723172	0	EpiScore_3291-30
cg19637821	-0.00364168480265619	0	EpiScore_3291-30
cg22905282	-0.00083882168392966	0	EpiScore_3291-30
cg09002922	0.00309494684600612	0	EpiScore_3291-30
cg02361903	-0.016023130722224	0	EpiScore_3291-30
cg11380830	-0.00590526872895355	0	EpiScore_3291-30
cg24788771	-0.0129106278424376	0	EpiScore_3291-30
cg03747028	0.0142760260380436	0	EpiScore_3291-30
cg03142751	0.0121750808954611	0	EpiScore_3291-30
cg08527460	0.00484246943384883	0	EpiScore_3291-30
cg08214584	0.000483869461074305	0	EpiScore_3291-30
cg08635618	-0.00384030593124938	0	EpiScore_3291-30
cg10395448	0.00487330402743225	0	EpiScore_3291-30
cg06679694	0.00176626771105859	0	EpiScore_3291-30
cg00197373	0.000786630397023135	0	EpiScore_3291-30
cg06346335	0.000769214325378979	0	EpiScore_3291-30
cg26550235	-0.0166222888879921	0	EpiScore_3291-30
cg24122049	0.00051860196445213	0	EpiScore_3291-30
cg23193365	-0.00210669454926791	0	EpiScore_3291-30
cg03915012	-0.00016744335773811	0	EpiScore_3291-30
cg15688683	-0.00146468189549574	0	EpiScore_3291-30
cg23055735	-1.89852406847289e-05	0	EpiScore_3291-30
cg23462144	-0.00123602830931036	0	EpiScore_3291-30
cg20732076	0.0121540242029823	0	EpiScore_3291-30
cg24947456	0.0514517579985015	0	EpiScore_3291-30
cg00758915	0.00599510624002425	0	EpiScore_3291-30
cg02034204	0.000353241208129645	0	EpiScore_3291-30
cg24843346	-0.00651501327612208	0	EpiScore_3291-30
cg01538998	0.00166361090478494	0	EpiScore_3291-30
cg25457927	0.0082663048684442	0	EpiScore_3291-30
cg02261696	0.0105006900008973	0	EpiScore_3291-30
cg16407699	0.0218658665576766	0	EpiScore_3291-30
cg20544605	-0.00824612330482726	0	EpiScore_3291-30
cg03780733	0.00732324706332972	0	EpiScore_3291-30
cg05661459	-0.00532941079390219	0	EpiScore_3291-30
cg01378090	0.00223612844612685	0	EpiScore_3291-30
cg03607117	0.0204506841551553	0	EpiScore_3291-30
cg26925463	0.000642171241516663	0	EpiScore_3291-30
cg00729133	0.0149209484069046	0	EpiScore_3291-30
cg09426937	-0.000706585614307385	0	EpiScore_3291-30
cg21149582	0.000950957318956599	0	EpiScore_3291-30
cg19459094	0.0138508699500371	0	EpiScore_3291-30
cg25203007	0.0301119647215547	0	EpiScore_3291-30
cg15908186	-0.0225727358728779	0	EpiScore_3291-30
cg14401309	0.00116437765712875	0	EpiScore_3291-30
cg00898480	0.00292136920819936	0	EpiScore_3291-30
cg25406989	-0.024201893537966	0	EpiScore_3291-30
cg01842720	-0.0269883688154842	0	EpiScore_3291-30
cg27168410	0.0230391514695594	0	EpiScore_3291-30
cg20776947	0.00560310421831765	0	EpiScore_3291-30
cg00394316	0.00728061091021438	0	EpiScore_3291-30
cg23033014	-0.00230132303293609	0	EpiScore_3291-30
cg19779005	0.00352775551091368	0	EpiScore_3291-30
cg19162106	0.000768616330455064	0	EpiScore_3291-30
cg23955431	0.00625071651937022	0	EpiScore_3291-30
cg09262100	-0.00388567097391392	0	EpiScore_3291-30
cg05150327	-0.0119909016228164	0	EpiScore_3291-30
cg00493609	0.00237166622359085	0	EpiScore_3291-30
cg00475322	-0.00471828235579111	0	EpiScore_3291-30
cg26921969	0.00376167702681811	0	EpiScore_3291-30
cg03389701	-0.00719652408339799	0	EpiScore_3291-30
cg04074908	-0.0103723776576635	0	EpiScore_3291-30
cg03636183	0.0249956968113458	0	EpiScore_3291-30
cg19043207	-0.0216830029695861	0	EpiScore_3291-30
cg18958844	0.00738417674035512	0	EpiScore_3291-30
cg05179921	-0.000174294251753353	0	EpiScore_3291-30
cg01692110	-0.00808214214108962	0	EpiScore_3291-30
cg00329615	-0.00515416264882189	0	EpiScore_3291-30
cg01443488	0.00029114490178798	0	EpiScore_3291-30
cg02901408	0.00237815550673092	0	EpiScore_3291-30
cg10512089	-0.0025771619555727	0	EpiScore_3291-30
cg05468843	0.105945408574133	0	EpiScore_3291-30
cg11248254	-0.0011726731730562	0	EpiScore_3291-30
cg26808592	0.00020178184232538	0	EpiScore_3291-30
cg06341177	-0.00113363418853392	0	EpiScore_3291-30
cg16268863	-0.0131413371170279	0	EpiScore_3291-30
cg23548920	0.00957600906482684	0	EpiScore_3291-30
cg17131445	0.0238975757471211	0	EpiScore_3291-30
cg14072903	0.0115630527504928	0	EpiScore_3291-30
cg16027147	-0.00469479188834534	0	EpiScore_3291-30
cg09622557	-0.00964554696704502	0	EpiScore_3291-30
cg14582913	0.00590400786390168	0	EpiScore_3291-30
cg12728623	-0.00400666955286138	0	EpiScore_3291-30
cg19815917	0.00910570809800328	0	EpiScore_3291-30
cg06908458	-0.0191249320929211	0	EpiScore_3291-30
cg00216138	-0.00191151224951114	0	EpiScore_3291-30
cg01484915	-0.000947630981850912	0	EpiScore_3291-30
cg13235891	-0.00729824453960587	0	EpiScore_3291-30
cg04903509	0.00128935126316643	0	EpiScore_3291-30
cg03508212	0.00247808979698344	0	EpiScore_3291-30
cg22825202	-0.00572003425339195	0	EpiScore_3291-30
cg25203627	-0.00571086631623919	0	EpiScore_3291-30
cg02892898	0.00224679359541726	0	EpiScore_3292-75
cg16034168	-0.0153129714992992	0	EpiScore_3292-75
cg09782300	0.132495051422362	0	EpiScore_3292-75
cg25299011	-0.0182014048898371	0	EpiScore_3292-75
cg19570317	0.0193915842109996	0	EpiScore_3292-75
cg15462502	0.0111776668400755	0	EpiScore_3292-75
cg20860638	0.00911634659553936	0	EpiScore_3292-75
cg03965198	0.037430491282539	0	EpiScore_3292-75
cg07839457	-0.121057466478946	0	EpiScore_3292-75
cg26325867	-0.0116843250189922	0	EpiScore_3292-75
cg25608626	-0.0149754428311638	0	EpiScore_3292-75
cg05822739	-0.00715963608779171	0	EpiScore_3292-75
cg17922283	-0.0367618510917739	0	EpiScore_3292-75
cg11195797	0.0115750723305164	0	EpiScore_3292-75
cg09397997	-0.00877127721335693	0	EpiScore_3292-75
cg04100395	-0.00522089506792721	0	EpiScore_3292-75
cg13319938	-0.00827277043763236	0	EpiScore_3292-75
cg18789786	-0.00182734218365793	0	EpiScore_3293-2
cg20946056	0.0140778528002755	0	EpiScore_3293-2
cg15626285	-0.0336968901215596	0	EpiScore_3293-2
cg03118604	-0.00388907330517187	0	EpiScore_3293-2
cg00157456	0.00479127016791643	0	EpiScore_3293-2
cg16820615	-0.000410496056981986	0	EpiScore_3293-2
cg18996910	-0.0101520755635411	0	EpiScore_3293-2
cg19903957	0.0107411368725907	0	EpiScore_3293-2
cg25112611	0.00549634996616918	0	EpiScore_3293-2
cg23441208	-0.0100824747100542	0	EpiScore_3293-2
cg12961889	0.0132501846242919	0	EpiScore_3293-2
cg16411445	0.00358012301947996	0	EpiScore_3293-2
cg23719950	0.00452402191229933	0	EpiScore_3293-2
cg08330950	-0.00188262199922653	0	EpiScore_3293-2
cg23302682	0.00333140808907543	0	EpiScore_3293-2
cg23871697	0.020926372837672	0	EpiScore_3293-2
cg03533123	0.0234913071492861	0	EpiScore_3293-2
cg22713345	-0.00119684628331192	0	EpiScore_3293-2
cg22864416	0.00483903541227085	0	EpiScore_3293-2
cg21644669	0.00544559674097004	0	EpiScore_3293-2
cg01340089	0.0106015039098929	0	EpiScore_3293-2
cg20240347	0.000471905401795589	0	EpiScore_3293-2
cg16856981	-0.0120867202634916	0	EpiScore_3293-2
cg21338852	0.00144073734284866	0	EpiScore_3293-2
cg20235658	0.0352405218242205	0	EpiScore_3293-2
cg20100910	-0.00264897353031661	0	EpiScore_3293-2
cg13170450	0.00316350988608206	0	EpiScore_3293-2
cg18286323	0.00601866231635283	0	EpiScore_3293-2
cg09129895	-0.00690096724881237	0	EpiScore_3293-2
cg16455401	0.00436661213089678	0	EpiScore_3293-2
cg13855472	0.00577963118882414	0	EpiScore_3293-2
cg04407470	0.041222878529546	0	EpiScore_3293-2
cg05391486	0.026513476634808	0	EpiScore_3293-2
cg09354331	-0.00306839151978061	0	EpiScore_3293-2
cg07839457	-0.0705602937657926	0	EpiScore_3293-2
cg20220196	-0.00191726558213549	0	EpiScore_3293-2
cg19743791	0.0305796284160043	0	EpiScore_3293-2
cg18179997	-0.00504834569834087	0	EpiScore_3293-2
cg21604741	-0.00330103712620605	0	EpiScore_3293-2
cg24523758	0.0052231887635644	0	EpiScore_3293-2
cg04959790	-0.00093267391674737	0	EpiScore_3293-2
cg10995755	0.00255115342773352	0	EpiScore_3293-2
cg12387865	0.00660634325474332	0	EpiScore_3293-2
cg17010747	-0.00126987156697917	0	EpiScore_3293-2
cg25036261	-0.00117444114902037	0	EpiScore_3293-2
cg10568624	0.0240274730644382	0	EpiScore_3293-2
cg04542977	-0.0436678953110083	0	EpiScore_3293-2
cg02415661	0.00533875845163624	0	EpiScore_3293-2
cg12232783	-0.00833305663323542	0	EpiScore_3293-2
cg08015883	0.00357204619854959	0	EpiScore_3293-2
cg22444610	-0.00811234710268438	0	EpiScore_3293-2
cg02492279	-0.0206705353287777	0	EpiScore_3293-2
cg26700215	0.0205983378930491	0	EpiScore_3293-2
cg12741407	-5.93299283921988e-05	0	EpiScore_3293-2
cg01159601	0.00112357252841311	0	EpiScore_3293-2
cg17731065	0.00798162125795312	0	EpiScore_3293-2
cg00173804	0.00815776237205765	0	EpiScore_3293-2
cg26619193	-0.017947213422335	0	EpiScore_3293-2
cg18236982	0.00151743181192983	0	EpiScore_3293-2
cg18124517	-0.00609918440524501	0	EpiScore_3293-2
cg00933788	-0.0141328511577767	0	EpiScore_3293-2
cg23653443	-0.00157727981706773	0	EpiScore_3293-2
cg22816294	-0.00142427075183815	0	EpiScore_3293-2
cg24515202	0.0210922491829004	0	EpiScore_3293-2
cg06894708	-0.00323161585903644	0	EpiScore_3293-2
cg01261503	1.81906787741758e-06	0	EpiScore_3293-2
cg26821542	-0.000679698346031333	0	EpiScore_3293-2
cg18563886	0.0124280510148489	0	EpiScore_3293-2
cg17458631	-0.00867417725294189	0	EpiScore_3293-2
cg21730067	-0.00672023874178372	0	EpiScore_3293-2
cg17436370	-0.0034963862944062	0	EpiScore_3293-2
cg24185429	-0.0148469080004752	0	EpiScore_3293-2
cg08782356	-0.00411022417568728	0	EpiScore_3293-2
cg19643467	0.0101445591603071	0	EpiScore_3293-2
cg11672390	0.00906610950740561	0	EpiScore_3293-2
cg00424152	-0.000967499317456592	0	EpiScore_3293-2
cg10628015	-0.00753509586357055	0	EpiScore_3293-2
cg09063835	0.0128827657306318	0	EpiScore_3293-2
cg26395331	0.00779594157515088	0	EpiScore_3293-2
cg19494591	-0.001737687741403	0	EpiScore_3293-2
cg11520395	-0.001387716331144	0	EpiScore_3293-2
cg19461260	0.0110286906672601	0	EpiScore_3293-2
cg20092296	-9.12193149332911e-05	0	EpiScore_3293-2
cg02166313	0.00112621978822675	0	EpiScore_3293-2
cg19206078	0.000940369689248086	0	EpiScore_3293-2
cg15117739	-0.0146824901511356	0	EpiScore_3293-2
cg08346127	-0.0158164784494191	0	EpiScore_3293-2
cg17502780	-0.00415384521295844	0	EpiScore_3293-2
cg06544239	-0.000626476752235986	0	EpiScore_3293-2
cg13721534	-0.000973911339600445	0	EpiScore_3293-2
cg17081160	0.00136961863301231	0	EpiScore_3293-2
cg08409335	-0.0107463165585341	0	EpiScore_3293-2
cg26330304	0.00213658259399311	0	EpiScore_3293-2
cg22759624	-0.00223874325883535	0	EpiScore_3293-2
cg25309343	-0.0351048443182568	0	EpiScore_3293-2
cg27132152	-0.000100335510882191	0	EpiScore_3293-2
cg27043873	-0.00226427224379309	0	EpiScore_3293-2
cg16411857	-0.020904689397364	0	EpiScore_3293-2
cg26273886	-0.00254100289196106	0	EpiScore_3293-2
cg08352774	-0.0063259872474616	0	EpiScore_3293-2
cg18832897	-0.0202906628873429	0	EpiScore_3293-2
cg01957760	-0.00180558066167338	0	EpiScore_3293-2
cg07949217	-0.00380330506492607	0	EpiScore_3293-2
cg11735605	-0.00191539835518736	0	EpiScore_3293-2
cg04604532	0.00196580230976039	0	EpiScore_3293-2
cg13869942	0.00748336699460628	0	EpiScore_3293-2
cg01364498	0.00428414266832652	0	EpiScore_3293-2
cg07421287	-0.0112328783749255	0	EpiScore_3293-2
cg20464405	0.00225150569140957	0	EpiScore_3293-2
cg07206256	0.0136842772849376	0	EpiScore_3293-2
cg05952672	0.0177032599080601	0	EpiScore_3293-2
cg16529993	-0.017010422646031	0	EpiScore_3293-2
cg26979279	-0.0182299710460508	0	EpiScore_3293-2
cg23119026	-0.016640398899054	0	EpiScore_3293-2
cg27178772	0.0221546183503776	0	EpiScore_3293-2
cg01416295	4.90585631890664e-05	0	EpiScore_3293-2
cg05529874	0.00365103475530319	0	EpiScore_3293-2
cg11250692	-0.0141630774121342	0	EpiScore_3293-2
cg02016065	-0.001868013035206	0	EpiScore_3293-2
cg24556382	0.00346783106725263	0	EpiScore_3293-2
cg14608903	0.0128784619741426	0	EpiScore_3293-2
cg09501333	-0.000987464801173323	0	EpiScore_3293-2
cg24582510	0.00931022875328921	0	EpiScore_3293-2
cg07928695	0.00612852258842976	0	EpiScore_3293-2
cg06093152	-0.00269372577656636	0	EpiScore_3293-2
cg18095041	-0.00695621614225788	0	EpiScore_3293-2
cg10687217	-0.00313149800749435	0	EpiScore_3293-2
cg19076702	0.000870365299779699	0	EpiScore_3298-52
cg17246382	0.00426961855337576	0	EpiScore_3298-52
cg17745562	0.0204902351649965	0	EpiScore_3298-52
cg22861185	-0.00736862502823773	0	EpiScore_3298-52
cg05575921	0.00911830495229249	0	EpiScore_3298-52
cg25790212	0.00243396170002462	0	EpiScore_3298-52
cg08425065	0.00375811007682188	0	EpiScore_3298-52
cg20747449	0.000634730898210933	0	EpiScore_3298-52
cg01702820	-0.0180842779897635	0	EpiScore_3298-52
cg07573872	0.0248142587459277	0	EpiScore_3298-52
cg15527674	0.00393190986209757	0	EpiScore_3298-52
cg24701295	-0.0144703380720513	0	EpiScore_3298-52
cg21228424	-0.00247520840610492	0	EpiScore_3298-52
cg15036616	-0.00636880519307778	0	EpiScore_3298-52
cg13558105	0.00858916740898669	0	EpiScore_3298-52
cg07295586	0.0127448882797941	0	EpiScore_3298-52
cg12559228	0.0055336527231034	0	EpiScore_3298-52
cg17501210	0.0256693300560176	0	EpiScore_3298-52
cg03751527	0.00591182509794505	0	EpiScore_3298-52
cg15342087	0.0112917167695319	0	EpiScore_3298-52
cg09419670	-0.0127786157480476	0	EpiScore_3298-52
cg12800266	0.012078353896894	0	EpiScore_3298-52
cg23874611	0.00314639770031097	0	EpiScore_3298-52
cg25124739	0.00810643692092239	0	EpiScore_3298-52
cg12921411	0.00694156205586284	0	EpiScore_3298-52
cg06070970	-0.000877477333317159	0	EpiScore_3298-52
cg09425279	-0.0221421704853839	0	EpiScore_3298-52
cg06911238	-0.00100527297499259	0	EpiScore_3298-52
cg06690548	0.0693487734243265	0	EpiScore_3298-52
cg04199473	0.00810941247839832	0	EpiScore_3298-52
cg07234911	-0.0101623324118619	0	EpiScore_3298-52
cg00587115	0.000991028837110274	0	EpiScore_3298-52
cg03183451	0.00106852069362269	0	EpiScore_3298-52
cg07190917	-0.003533246091527	0	EpiScore_3298-52
cg27084026	-0.0248488844493123	0	EpiScore_3298-52
cg13146020	0.00317697910283743	0	EpiScore_3298-52
cg13230424	0.000748577564265543	0	EpiScore_3298-52
cg05845217	0.00277929737792112	0	EpiScore_3298-52
cg00707688	-0.0105719160122466	0	EpiScore_3298-52
cg01459854	0.00494344845992751	0	EpiScore_3298-52
cg10573751	0.0227092272403046	0	EpiScore_3298-52
cg01160311	0.00743028464404769	0	EpiScore_3298-52
cg27347930	0.000744214508903623	0	EpiScore_3298-52
cg22953960	0.010272104604261	0	EpiScore_3298-52
cg04789761	0.00293648734018133	0	EpiScore_3298-52
cg07357157	0.00781891860827899	0	EpiScore_3311-27
cg04517903	-0.00509056805706883	0	EpiScore_3311-27
cg21986225	0.0126724903111641	0	EpiScore_3311-27
cg04833011	0.00223643439015891	0	EpiScore_3311-27
cg05248652	-0.00443292019962147	0	EpiScore_3311-27
cg13057174	-0.0278644793834672	0	EpiScore_3311-27
cg08755156	-0.00821060759678657	0	EpiScore_3311-27
cg07639520	0.0109124215184694	0	EpiScore_3311-27
cg17287155	0.0153205400316403	0	EpiScore_3311-27
cg27445005	-0.0122559078371882	0	EpiScore_3311-27
cg16443866	-0.0111148559512186	0	EpiScore_3311-27
cg07258794	-0.000141373766102709	0	EpiScore_3311-27
cg20144521	-0.0102316864579565	0	EpiScore_3311-27
cg09043294	0.00837446547867636	0	EpiScore_3311-27
cg00741600	0.00322924060511917	0	EpiScore_3311-27
cg20594961	-0.0166319179676263	0	EpiScore_3311-27
cg05904716	-0.00985151679861924	0	EpiScore_3311-27
cg11445323	0.00922340157569973	0	EpiScore_3311-27
cg03997730	-0.00503639050057011	0	EpiScore_3311-27
cg13252030	0.000130442496294233	0	EpiScore_3311-27
cg23182840	-0.000505138804694204	0	EpiScore_3311-27
cg08968635	0.00390548379495108	0	EpiScore_3311-27
cg13794530	-0.013112604295598	0	EpiScore_3311-27
cg18735136	-0.0141524409028574	0	EpiScore_3311-27
cg12799689	-0.0264641913532457	0	EpiScore_3311-27
cg15319528	-0.00160464047584077	0	EpiScore_3311-27
cg21357361	-0.00852552296258138	0	EpiScore_3311-27
cg14225847	0.00316134619161953	0	EpiScore_3311-27
cg02921887	0.0119016353698661	0	EpiScore_3311-27
cg07336751	-0.00330881630410248	0	EpiScore_3311-27
cg10667338	0.00564279847655755	0	EpiScore_3311-27
cg18973743	-0.010297696974301	0	EpiScore_3311-27
cg07839457	-0.161976828484335	0	EpiScore_3311-27
cg05278442	-0.0213442069561138	0	EpiScore_3311-27
cg03465682	0.000120405056714724	0	EpiScore_3311-27
cg18114363	-0.00373456968594422	0	EpiScore_3311-27
cg19571004	-0.00738655442878235	0	EpiScore_3311-27
cg04188937	-0.00782099902790049	0	EpiScore_3311-27
cg14145667	0.0138314550850571	0	EpiScore_3311-27
cg27034466	-0.00998258677223874	0	EpiScore_3311-27
cg16339434	-0.00929943807603272	0	EpiScore_3311-27
cg00949386	-0.00141458760161874	0	EpiScore_3311-27
cg12634986	0.00375964967931398	0	EpiScore_3311-27
cg02624284	-0.00967505915006427	0	EpiScore_3311-27
cg11240043	-0.00186765455010908	0	EpiScore_3311-27
cg04542977	-0.0147111643464904	0	EpiScore_3311-27
cg13857169	-0.000746194671702804	0	EpiScore_3311-27
cg06192883	0.00263930036636951	0	EpiScore_3311-27
cg13213814	-0.00246362288807138	0	EpiScore_3311-27
cg20445053	-0.0076732262587976	0	EpiScore_3311-27
cg01579024	0.00345918253146839	0	EpiScore_3311-27
cg18401111	0.00248775783772374	0	EpiScore_3311-27
cg25329734	0.00302990662347828	0	EpiScore_3311-27
cg13101330	0.0053219929442164	0	EpiScore_3311-27
cg14599440	-0.0072116181069208	0	EpiScore_3311-27
cg24425483	0.00381934556269864	0	EpiScore_3311-27
cg02326058	-0.000345743740981802	0	EpiScore_3311-27
cg23213217	0.00226622770090628	0	EpiScore_3311-27
cg07691146	-0.00523925111934024	0	EpiScore_3311-27
cg05354929	0.0027007140773815	0	EpiScore_3311-27
